2104	65	con	p0s0	322	9635	emospace1	[0, 0]	None	1554811953.3538668
2104	66	con	p0s0	728	2525	emospace1	[0, 0]	None	1554811970.860868
2104	67	con	p-s-	625	6250	emospace1	[-0.88667236328125, 0.0]	2.719612119552039	1554811988.3408678
2104	68	inc	p-s+	366	6263	emospace1	[0.0, -0.8655291748046875]	2.0523985589861695	1554812005.845869
2104	69	inc	p-s+	813	9423	emospace1	[0.0, -0.8237847900390628]	1.3181712852492637	1554812023.34587
2104	70	con	p-s-	277	3053	emospace1	[-0.8779730224609378, 0.0]	1.4349709533889836	1554812040.8368704
2104	71	inc	p+s-	709	8193	emospace1	[0.0, 0.8303240966796883]	1.2013890264606744	1554812058.3298712
2104	72	con	p0s0	368	7595	emospace1	[0.8826654052734375, 0.0]	0.8677639363377239	1554812075.8138711
2104	73	con	p+s+	355	8178	emospace1	[0.013554687500000002, 0.8699072265625005]	2.8864363709035388	1554812093.3138719
2104	74	inc	p+s-	295	5623	emospace1	[-0.8811236572265628, 0.013060913085937534]	7.924869024613145	1554812110.800872
2104	75	inc	p-s+	215	3101	emospace1	[-0.8283941650390628, -0.05603271484374999]	2.1355387385192444	1554812128.3008733
2104	76	inc	p+s-	277	4647	emospace1	[0.0, -0.8875915527343751]	1.51793703936346	1554812145.7898734
2104	77	con	p0s0	377	6010	emospace1	[-0.85270263671875, 0.0007727050781249911]	1.651938651830278	1554812163.2868743
2104	78	con	p-s-	420	3005	emospace1	[-0.8721136474609387, 0.0]	2.302493860202958	1554812180.7868752
2104	79	inc	p+s-	713	7501	emospace1	[0.0, -0.814109497070312]	0.8344412287151499	1554812198.2898762
2104	80	inc	p-s+	220	2683	emospace1	[0, 0]	None	1554812215.7748764
2104	81	inc	p+s-	290	4697	emospace1	[-0.8799407958984382, -0.0689416503906249]	3.8542224591474223	1554812233.2778776
2104	82	con	p+s+	200	4697	emospace1	[0.0, 0.8481329345703122]	1.6351350215591083	1554812250.7628777
2104	83	con	p-s-	255	3063	emospace1	[-0.8869860839843752, 0.0]	1.5860025177535135	1554812268.2598784
2104	84	con	p0s0	358	2115	emospace1	[0.03409790039062501, -0.9242596435546876]	2.5027221628915868	1554812285.756879
2104	85	inc	p-s+	817	1525	emospace1	[0.0, 0.9244464111328123]	1.8020054977569089	1554812303.2448792
2104	86	inc	p-s+	201	9163	emospace1	[0.0, 0.8447564697265618]	2.169028635991708	1554812320.7358797
2104	87	inc	p-s+	610	3063	emospace1	[-0.9101586914062505, 0.0]	1.9688066366870771	1554812338.2308805
2104	88	con	p0s0	382	7079	emospace1	[0.0, -0.8407635498046885]	2.3025043658453797	1554812355.721881
2104	89	inc	p+s-	134	4660	emospace1	[-0.026370849609375514, -1.0]	3.5370948347663216	1554812373.2168818
2104	90	inc	p-s+	355	3150	emospace1	[-0.8889074707031248, 0.0]	0.8176826226408593	1554812390.7018816
2104	91	con	p-s-	709	9163	emospace1	[0.0, 0.9840649414062506]	1.2513688856379304	1554812408.2078831
2104	92	inc	p+s-	624	4652	emospace1	[0.8809265136718751, 0.0]	1.5518339555674174	1554812425.6868827
2104	93	con	p-s-	241	3010	emospace1	[-0.9300048828124995, 0.0]	1.2514559324154106	1554812443.1888838
2104	94	inc	p+s-	288	4668	emospace1	[0.0, 0.8798449707031256]	0.7676895563672588	1554812460.6818845
2104	95	con	p-s-	288	9325	emospace1	[-0.8089337158203124, -0.013513183593749933]	2.5027218627292314	1554812478.1788852
2104	96	con	p0s0	225	4279	emospace1	[0.0, -0.9340985107421877]	0.8009831483432208	1554812495.6588848
2104	97	con	p-s-	719	6821	emospace1	[0.0, 0.8558837890625001]	4.5878256975302065	1554812513.160886
